,text,polarity,sentiment
3751,pincode ncovishield dose slots n nage ages ndate sep nfees nhealing h,0.0,neutral
3752,pincode ncovishield dose slots n nage ages ndate sep nfees nhealing h,0.0,neutral
3753,pincode ncova n dose slots n nage ages ndate sep nfees nr x bella,0.0,neutral
3754,pincode ncova n dose slots n nage ages ndate sep nfees nr x bellan,0.0,neutral
3755,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
3756,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
3757,pincode ncovishield dose slots n nage ages ndate sep nfees napollo ho,0.0,neutral
3758,pincode ncovishield dose slots n nage ages ndate sep nfees napollo h,0.0,neutral
3759,pincode ncovishield dose slots n nage ages ndate sep nfees nunity lif,0.0,neutral
3760,pincode ncovishield dose slots n nage ages ndate sep nfees nunity li,0.0,neutral
3761,pincode ncovishield dose slots n nage ages ndate sep nfees nshobha ho,0.0,neutral
3762,pincode ncovishield dose slots n nage ages ndate sep nfees nshobha ho,0.0,neutral
3763,pincode ncova n dose slots n nage ages ndate sep nfees nr x kadugo,0.0,neutral
3764,pincode ncova n dose slots n nage ages ndate sep nfees nr x kadug,0.0,neutral
3765,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3766,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3767,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
3768,pincode ncovishield dose slots n nage ages ndate sep nfees nlakshmi,0.0,neutral
3769,pincode ncovishield dose slots n nage ages ndate sep nfees nlakshmi,0.0,neutral
3770,pincode ncovishield dose slots n nage ages ndate sep nfees ntrinity h,0.0,neutral
3771,pincode ncovishield dose slots n nage ages ndate sep nfees ntrinity h,0.0,neutral
3772,pincode nsputnik v dose slots n nage ages ndate sep nfees naddresshe,0.0,neutral
3773,free n npincode ncova n dose slots n nage ages,0.4,positive
3774,free n npincode ncova n dose slots n nage ages,0.4,positive
3775,pincode ncovishield dose slots n nage ages ndate sep nfees nkanva dia,0.0,neutral
3776,pincode ncovishield dose slots n nage ages ndate sep nfees ncyte care,0.0,neutral
3777,pincode ncovishield dose slots n nage ages ndate sep nfees ncyte care,0.0,neutral
3778,pincode ncova n dose slots n nage ages ndate sep nfees napollo hos,0.0,neutral
3779,pincode ncova n dose slots n nage ages ndate sep nfees napollo hos,0.0,neutral
3780,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann h,0.0,neutral
3781,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
3782,pincode ncova n dose slots n nage ages ndate sep nfees npan nagar,0.0,neutral
3783,pincode ncova n dose slots n nage ages ndate sep nfees npan nagar,0.0,neutral
3784,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
3785,pincode ncovishield dose slots n nage ages ndate sep nfees nmilann ho,0.0,neutral
3786,pincode ncova n dose slots n nage ages ndate sep nfees nmilann hosp,0.0,neutral
3787,pincode ncova n dose slots n nage ages ndate sep nfees nmilann hosp,0.0,neutral
3788,pincode ncovishield dose slots n nage ages ndate sep nfees nhealing h,0.0,neutral
3789,pincode ncovishield dose slots n nage ages ndate sep nfees nhealing,0.0,neutral
3790,pincode ncovishield dose slots n nage ages ndate sep nfees nsri krish,0.0,neutral
3791,pincode ncovishield dose slots n nage ages ndate sep nfees nsri krish,0.0,neutral
3792,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3793,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3794,pincode nsputnik v dose slots n nage ages ndate sep nfees nr x whit,0.0,neutral
3795,covid pandemic forced healthcare leaders quickly adapt accelerated digital transformation learn m,0.01111111111111109,positive
3796,pincode ncova n dose slots n nage ages ndate sep nfees nr x white,0.0,neutral
3797,around mumbaikar s may developed antibodies n n covid,0.1,positive
3798,defeated covid without vaccine nhow nafter many deaths defeated,0.5,positive
3799,n unemployment n gdp assetmonetisation covid mismanagement,0.0,neutral
3800,varanasi s historic ramlila cancelled due covid fears n,-0.0625,negative
3801,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
3802,still waiting daily hardcopy subscription newspaper delivered indiranagar bengaluru,0.0,neutral
3803,rm shri invited us companies invest india amp contribute make india make world envi,0.0,neutral
3804,ramanath jha highlights argument advanced ruling political dispensation privatisation,0.2,positive
3805,one brilliant investigation callous mishandling covid tragedy india,0.9,positive
3806,happybirthdaymodiji n n busy centralvista quad afghanistan telecomsector around covid,0.1,positive
3807,cyclolsavam online international bicycle cultural festival aimed giving students around world bre,0.05,positive
3808,coming ne edition asianjournalofmedicalsciences mendeley plum etrics doaj ebsco cabi research,0.0,neutral
3809,vaccine final nd dose done f d n covid vaccination f covishiled nat panchayat office jagannath prasad ganja,0.0,neutral
3810,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
3811,pincode ncovishield dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
3812,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
3813,pincode ncova n dose slots n nage ages ndate sep nfees nmiracle hea,0.0,neutral
3814,pincode nsputnik v dose slots n nage ages ndate sep nfees nmiracle h,0.0,neutral
3815,join space largestvaccinedrive n appeals eligible people cachar take first second dose,0.125,positive
3816,pincode ncovishield dose slots n nage ndate sep nfees nsakra world hospital w,0.0,neutral
3817,pincode ncovishield dose slots n nage ndate sep nfees nsakra world hospital w,0.0,neutral
3818,pincode ncovishield dose slots n nage ndate sep nfees nsakra world hospital w,0.0,neutral
3819,pincode ncovishield dose slots n nage ndate sep nfees nsakra world hospital w,0.0,neutral
3820,pincode ncova n dose slots n nage ndate sep nfees nsakra world hospital wes,0.0,neutral
3821,pincode ncova n dose slots n nage ndate sep nfees nsakra world hospital wes,0.0,neutral
3822,pincode ncova n dose slots n nage ndate sep nfees nsakra world hospital wes,0.0,neutral
3823,pincode ncova n dose slots n nage ndate sep nfees nsakra world hospital wes,0.0,neutral
3824,links covid vaccine menstrual cycle changes possible must investigated study indiablooms fi,0.0,neutral
3825,covid covid far away don t let guard amp must follow covid appropriate,0.3,positive
3826,spl vaccination drive wards nizampet tomorrow pls find location officer details request,0.0,neutral
3827,watch tomorrow luvia gregg taylor hall wasp aiimsdelhi nddtc socialpsychiatry,0.0,neutral
3828,covid management amp india s economic industrial amp social refurbishment must go hand hand,0.11666666666666667,positive
3829,per cent india s adult population received doses covid vaccine pc got least one d,-0.09999999999999999,negative
3830,report e lains brazil s covid challenge symptom deeper cascading crises,0.0,neutral
3831,world s largestvaccinedrive breaking records strengthening india s fight covid indiafightscorona,0.0,neutral
3832,doctors motivated meerut man recovers covid days n,0.0,neutral
3833,covid vaccination update day n n f india s cumulative vaccination coverage crosses cr landmark milestone n n f,0.0,neutral
3834,news ncr data crime surge mostly covid violations n covid newsupdates newsalert,0.5,positive
3835,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
3836,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
3837,pincode ncova n dose slots n nage ages ndate sep nfees nspurthy hos,0.0,neutral
3838,make sure least feet away unethically proven vaccines n nounethicalvaccine n covid,0.1,positive
3839,life without insurance dark n metgala metgala kimkardashian appleevent anime bbnajia biggbossott,-0.15,negative
3840,will surprised pro mandate guys feel children will safer around vaccinated murderers,0.1,positive
3841,embedded finance ne big thing fintech offering multitude benefits institutions nlearn,0.0,neutral
3842,t cells superstars fighting covid poor making,-0.4,negative
3843,tamil nadu thursday logged new coronavirus cases taking overall caseload,0.06818181818181818,positive
3844,struggling clim mountain suddenly slip back ground nogrowth life covid,0.0,neutral
3845,home ooh advertising took hit due lockdowns shifting attention towards digital channels,-0.0625,negative
3846,announces women s e lusive covid vaccination drive sep n,0.0,neutral
3847,fake covid vaccination certificates fake test results different countries including india,-0.3333333333333333,negative
3848,scientists found individuals recovered covid later received mrna,0.0,neutral
3849,guidance india covid warriors kolkata taking swachhata pledge plantin,0.0,neutral
3850,fully vaccinated people covid negative report must chardham yatra uttarakhand court indiablooms first,-0.024999999999999994,negative
3851,bad boys f e n boys covid covid statuswhatsapp,-0.6999999999999998,negative
3852,actually disgusting failure government every aspect atleast let children live covid vaccinateunder,-0.3934343434343434,negative
3853,fantastic achievement india beats world covid vaccination front tin caniste,0.4,positive
3854,sonu sood help covid ppl probe hc order giving vaccines illegally nkerjiwal said govt inti,-0.5,negative
3855,wht happens getting shot cova n stipulated time covid,0.0,neutral
3856,novel coronavirus may infect higher proportion pregnantwoman icmr study n anaemia tuberculosis diabetes,0.25,positive
3857,according researchers people hit genetic jackpot superhumanimmunity covid,0.0,neutral
3858,india ready partner interested countries technology transfer manufacturing indigenous covid vaccines,0.225,positive
3859,request opposition stay away grotesque ideologies people will af,-0.55,negative
3860,crore covid vaccine doses administered far india union health ministry saralbharatnews,0.1,positive
3861,cuttack city covid positive cases detected recover n,0.22727272727272727,positive
3862,momentous milestone achieved ludhiana war covid administrating million doses covid va,0.0,neutral
3863,india ready partner interested countries technology transfer manufacturing indigenous covid vaccines,0.225,positive
3864,india ready partner interested countries technology transfer manufacturing indigenous covid vaccines,0.225,positive
3865,informal workers suffered covid lockdown migrants amp women workers,0.0,neutral
3866,margery newman joined govcon giants podcast discuss high risk construction contract clauses highlights,0.16,positive
3867,crore covid vaccine doses administered far india n nthe govt planning administer cr,0.1,positive
3868,now term csocial distancing dhas disappeared n n covid,0.0,neutral
3869,cnobody safe till safe d encouraging vaccine hesitancy president bit weaken,0.5,positive
3870,sep uttarakhand covid update n nactive cases f d n ntpr c n ncrr cfr,0.0,neutral
3871,fight corona vr available n ue unrealengine indiedev gamer indiegamedev indiegames,0.4,positive
3872,assamcovidupdate n nmedia bulletin covid assam actions taken,0.0,neutral
3873,covid updates chhattisgarh reported new cases thursday active cases now zero death recorded today,0.001515151515151511,positive
3874,th sep summary bengaluru covid per n ntests c f f f ndaily positive c f f f d f f ndeaths f f f f npos,0.22727272727272727,positive
3875,amp n islands covid update n n new cases discharged n active cases,0.001515151515151511,positive
3876,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
3877,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
3878,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
3879,pincode ncovishield dose slots n nage ages ndate sep nfees nr x bel,0.0,neutral
3880,pincode ncova n dose slots n nage ndate sep nfees nunited hospital jayanagar,0.0,neutral
3881,pincode ncova n dose slots n nage ndate sep nfees nunited hospital jayanaga,0.0,neutral
3882,pincode ncovishield dose slots n nage ndate sep nfees nunited hospital jayanag,0.0,neutral
3883,pincode ncovishield dose slots n nage ndate sep nfees nunited hospital jayana,0.0,neutral
3884,telangana vaccinated lakh people today covid nmajor boost second dose administration,0.0,neutral
3885,centre warns careful festival oct nov n n thirdwave covid coronavirus covidinindia,-0.1,negative
3886,coming months crucial india s fight covid says india festival,0.0,neutral
3887,indiafightscorona n n f dworld s largestvaccinedrive breaking records strengthening india s fight covid,0.0,neutral
3888,f himachalpradesh reports new covid cases recoveries deaths last hours n ntotal cases,0.06818181818181818,positive
3889,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3890,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3891,meanwhile usa deep red worst situation n n covid,-0.3333333333333333,negative
3892,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3893,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3894,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3895,pincode ncovishield dose slots n nage ages ndate sep nfees nr x kad,0.0,neutral
3896,agwo partner nhas distributed cooked food supplies affected children suffer,0.0,neutral
3897,list vaccination centres slot booking ranchi urban walk centres ranchi rural frid,0.0,neutral
3898,pincode nsputnik v dose slots n nage ages ndate sep nfees nr x whit,0.0,neutral
3899,pincode nsputnik v dose slots n nage ages ndate sep nfees nr x whit,0.0,neutral
3900,hyderabad girl rape murder suspect raju found dead railway track justiceforchaithra n,-0.2,negative
3901,glimpses conference mins conference partners amp supporters,0.0,neutral
3902,hey guys ve recovered covid emotions roller coaster ride worst pms cry feel,-1.0,negative
3903,pincode nsputnik v dose slots n nage ages ndate sep nfees nr x whit,0.0,neutral
3904,yuvraj singh foundation bedded covid critical care inaugurated amch n,0.0,neutral
3905,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
3906,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
3907,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
3908,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
3909,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
3910,pincode ncovishield dose slots n nage ages ndate sep nfees nr x sid,0.0,neutral
3911,covid hyderabad telangana update nfor updates,0.0,neutral
3912,telangana state legislature monsoonsession sept n telanganacabinetmeeting highlights kcr trsgovt,0.0,neutral
3913,indian economy s prospects brightening covid second wave recedes says rbi,0.0,neutral
3914,lakh domestic air passengers aug pc higher july dgca n domesticpassengers covid n pandemic,0.125,positive
3915,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3916,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3917,india second ja dad done portal certificate showing nd dose completed,0.0,neutral
3918,best choice captaincy n n rohitsharma rohit rohithsharma viral viratkohli rc appleevent,1.0,positive
3919,covid pandemic disrupted lives livelihoods series essays edited suri delves int,0.0,neutral
3920,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3921,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3922,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3923,pincode ncovishield dose slots n nage ages ndate sep nfees nr x whi,0.0,neutral
3924,pincode ncovishield dose slots n nage ages ndate sep nfees nmedihope,0.0,neutral
3925,pincode ncovishield dose slots n nage ages ndate sep nfees nmedihope,0.0,neutral
3926,pincode ncova n dose slots n nage ages ndate sep nfees nmedihope ho,0.0,neutral
3927,pincode ncova n dose slots n nage ages ndate sep nfees nmedihope ho,0.0,neutral
3928,according research output positive impact medicaleducation market s growth post,0.22727272727272727,positive
3929,dhanmani bora resident assam became first woman e rickshaw driver state joined hands,0.25,positive
3930,office days captured conversation author india covid office work workfromhome,0.0,neutral
3931,sept new covid cases deaths karnataka n n dakshina kannada logs fresh infections fatal,0.21818181818181817,positive
3932,malshini senaratne writes seychelles taken proactive legislative steps ensure pandemic,0.0,neutral
3933,india s covid vaccination coverage crosses massive cr landmark milestone cr vaccine doses,0.0,neutral
3934,delhi records one covid fatality fresh cases positivity rate pc authorities pti,0.3,positive
3935,bjp s priyanka tibrewal responds ec s notice covid norms violation n n bjp priyankatibrewal,0.0,neutral
3936,covid first killed people using vaccinemadness now vaccinated killed denying healthca,-0.05000000000000001,negative
3937,indian economy s prospects brightening covid second wave recedes says rbi n,0.0,neutral
3938,addressed pan india audience officers jawans wives frm centres nation key note spe,0.0,neutral
3939,covid update cuttack city cmc area n n new covid ve cases reported today cuttack city n na,0.13636363636363635,positive
3940,super proud hear tell incredible story colleague emmanuel vanoli used fluid simulation,0.5083333333333333,positive
3941,year s unga will still overshadowed covid pandemic won t stop leaders addressing,0.0,neutral
3942,iphone pro first look spec s f click link iphone iphone,0.25,positive
3943,use blended learning model adjustment holiday schedules important steps undertaken,0.4,positive
3944,india fully vaccinates adult population covid centre n n largestvaccinedrive,0.1,positive
3945,covid pandemic conducting offline e ms students enrolled distance learning course studen,0.0,neutral
3946,covid pandemic conducting offline e ms students enrolled distance learning course studen,0.0,neutral
3947,dipro faridabad covid faridabad haryana update n ntotal cases nnew cases today ncases discharged,0.0,neutral
3948,government said covid booster shot central theme scientific discussion well publi,0.0,neutral
3949,s good bengal started giving marks distribution model activity task n covid,0.7,positive
3950,covid undone much progress made latinamerica caribbean countries education s,0.2,positive
3951,consignment covid vaccines containing bo s total weight kgs arrived hours,0.0,neutral
3952,now clear proven covid scam effort control global people force nwo peopl,0.05000000000000001,positive
3953,italy s motor gasoline transport diesel diesel gasoil sales rose pre pandemic levels august accor,0.6,positive
3954,cii donates o gen concentrators bmc combat covid n n n,0.0,neutral
3955,covid booster dose central theme scientific public health discussions moment says icmr chief,0.0,neutral
3956,banegaswasthindia stay fit times covid resume workout post covid post questions o,0.4,positive
3957,consignment covid vaccines containing bo s total weight kgs arrived hours,0.0,neutral
3958,don t blame others failure don t blame success failure mi,-0.11111111111111115,negative
3959,observation f n n covid perhaps made people delusional n n webinars workfromhome,0.0,neutral
3960,school students test covid positive september tamilnadu n,0.22727272727272727,positive
3961,indian army always awaam f e f n gfvip d e impftod bbnajia f c bbtvi,0.0,neutral
3962,indian army always awaam f e f n gfvip d e impftod bbnajia f c bbtvi,0.0,neutral
3963,indian army always awaam f e f n gfvip d e impftod bbnajia f c bbtvi,0.0,neutral
3964,indian army always awaam f e f n gfvip d e impftod bbnajia f c bbtvi,0.0,neutral
3965,pincode ncova n dose slots n nage ages ndate sep nfees nshishuka ch,0.0,neutral
3966,pincode ncova n dose slots n nage ages ndate sep nfees nshishuka ch,0.0,neutral
3967,slovenian authorities chose close schools pandemic businesses simply,0.0,neutral
3968,haryana reopen schools classes september n haryana schoolsreopen covid,0.0,neutral
3969,coronavirusupdate coronaviruspandemic new coronavirus cases addition active cases recoveries de,0.001515151515151511,positive
3970,news district,0.0,neutral
3971,due covid pandemic many children rural parts west bengal necessary vaccines combat,0.09375,positive
3972,ravi shastri will need undergo fit fly test post recovery covid n n ravishastri,0.6000000000000001,positive
3973,kerala n n people got st dose vaccination n n people received doses n na total,0.0,neutral
3974,maharashtra covid data sept n ncases nnew ntotal ndeaths nnew ntotal n ntests n,0.0,neutral
3975,lockdown fun games beginning eventually started getting nerves ncomment tel,0.3,positive
3976,f watch newsmobile prime time bulletin top news stories day n n snews n n primetime news,0.5,positive
3977,union health secretary rajesh bhushan said percent india s adult population received doses,0.1,positive
3978,coronavirus india news blog n bihar administer lakh covid vaccine doses friday s special vacc,0.35714285714285715,positive
3979,sep maharashtra covid update n nactive cases f n nconfirmed f nrecovered f c,0.0,neutral
3980,health ministry briefs media latest covid situation country n nvideo,0.5,positive
3981,e mple donkey n n covid,0.0,neutral
3982,kerala covid coronavirus n nfor th time vaccination stat day crossed l mark n n people,0.0,neutral
3983,going ne soon covid comes control wingsuit wingsuitflying nfighter,0.0,neutral
3984,coward n n noboosterja n nounethicalvaccine n covid,0.0,neutral
3985,nagpuralert persons tested ve city nagpur today y day fartode total cases de,0.0,neutral
3986,s nbecause took bribe us government promote unethically proven vaccines n n covid,0.0,neutral
3987,don t know full skope seems worthwhile service re pla,0.425,positive
3988,another covid patients recover odisha n,0.0,neutral
3989,pincode ncovishield dose slots n nage ages ndate sep nfees nbrindhav,0.0,neutral
3990,pincode ncovishield dose slots n nage ages ndate sep nfees nbrindhav,0.0,neutral
3991,covid vaccines f safe effective watch video f d f f know work,0.55,positive
3992,tamil nadu health department conduct second mega vaccination camp covid september,0.0,neutral
3993,health minister inaugurates multiple health facilities safdarjung hospital india n n delhi,0.0,neutral
3994,coronavirus pandemic continues cause concern maharashtra eight districts reported,0.0,neutral
3995,concessions covid drugs gst petrol food delivery discussed tomorrow th gst council meet n n gst,0.0,neutral
3996,bhubaneswar covid cases detected recover n,0.0,neutral
3997,covid un secretary general says bar unvaccinated heads state general assembly,0.05000000000000002,positive
3998,eight new covid cases nagpur district covid,0.13636363636363635,positive
3999,attempt achieve vaccination puducherry october lt governor dr tamilisai soundararajan th,0.0,neutral
4000,course know booster dose required whether central agencies accepting,0.0,neutral
4001,update newly detected covid cases last n hrs bmc area n th september till,0.06818181818181818,positive
4002,diagnosis early onset alzheimersdisease life changing corinne mike devoted caregiver m,0.1,positive
4003,delegation led praised s handling covid outbreak amp,0.0,neutral
4004,odisha records new covid cases n n odisha odishanews covid corona covidpandemic covidsituation,0.13636363636363635,positive
4005,d d d e d d d c d f d d d d d e d d e d d f d d d d e d d d d d d d d c n n icmr prioritised govt s political goals science evidence n n icmr cta,0.0,neutral
4006,lion many vaccinated people dying usa israel etc getting severely,0.5,positive
4007,variants covid found manipur genome sequencing samples informs health servi,0.0,neutral
4008,shutdown jamia campus till st october arbitrary decision official school s offices,-0.1,negative
4009,surprisingly turned modi s stooge s chief balrambhargava acting age,0.35,positive
4010,azadi ka amrut mahotsav india freedom run beach road saturday n n azadikaamrutmahotsav beachroad,0.0,neutral
4011,demand look serious issue academic loss covid pandemic re initiate,-0.16666666666666666,negative
4012,sep jammuandkashmir covid update n nactive cases f n ntpr c n nrr f cfr f f,0.0,neutral
4013,looming threat pandemic million children globally missed routine immunisation,0.0,neutral
4014,covid pandemic vaccinated factories producing spreading virus time,0.0,neutral
4015,biharfightscorona nupdate day n e f f covid ve cases reported far th september,0.1,positive
4016,russian president vladimir putin says one two dozens people entourage tested positive,0.11363636363636363,positive
4017,e erts suggested opening gates delhimetro stations reduce congestion commuters,0.0,neutral
4018,covid africa active cases deaths n,-0.13333333333333333,negative
4019,covid stupid employers hospitals schools etc understanding maniacs closing busi,-0.7999999999999999,negative
4020,covid world map assessment countries n,0.0,neutral
4021,covid vaccination assessment countries n,0.0,neutral
4022,bmc decided ramp vaccinationdrive women mumbai n corona covid vaccination,0.0,neutral
4023,total covid vaccination doses administered around world million n,0.0,neutral
4024,side real battle covid vaccinate,0.2,positive
4025,covid vaccination center delhi years list centers click link given check,-0.1,negative
4026,vaccine available sep vaccine covid,0.4,positive
4027,evolving global situation owing covid led net office absorption msf,0.0,neutral
4028,tamilnadu covid sep n tn n total cases n today s discharged n today s deat,0.0,neutral
4029,tamilnadu covid sep n ntoday total nactive cases ndischarged today total,0.0,neutral
4030,bedsfortn n n covid bed vacancy details chc cdh ccc n n tamilnadu tncoronaupdate,0.0,neutral
4031,kerala covid cases today cases,0.0,neutral
4032,world s largestvaccinedrive breaking records strengthening india s fight covid indiafightscorona,0.0,neutral
4033,covid health bulletin today new corona cases registered kerala,0.13636363636363635,positive
4034,f bregional assamese evening news n f hours f f f covid n n covid e d d f c d c d,0.0,neutral
4035,karnataka reports fresh covid infections recoveries deaths today n ntotal cases ntotal,0.3,positive
4036,shutting schools colleges resulted immense learning loss students covid cases d,0.0,neutral
4037,patients test positive covid tamil nadu today september update n n corona,0.22727272727272727,positive
4038,india sails setting rd wave covid much lower impact economy market go,0.2,positive
4039,covid openly flout intermediary rules means central govt given premature nod,0.0,neutral
4040,covid vaccination assam dy na massive covid vaccination drive organised friday september ac,0.0,neutral
4041,tamilnadu covid day wise death cases details n ntotal deaths n n sep n sep n sep n sep,0.7,positive
4042,tamilnadu covid day wise discharged cases details n n total discharged n n sep n sep,0.35,positive
4043,pincode ncovishield dose slots n nage ndate sep nfees ncloudnine whitefield p,0.0,neutral
4044,unvaccinated people times likely die covid times likely hospitalised,0.0,neutral
4045,west delhi vaccine centre age locations list west delhi district nvisit link given,0.0,neutral
4046,covid changed crime profile india n,0.0,neutral
4047,tamilnadu covid sep n n tn n n total cases n n today s discharged n n today s,0.0,neutral
4048,covid update cuttack district nnew ve cases reported ncmc nrural amp ulbs nother,0.0,neutral
4049,oakridge becomes first pre school vizag offer world class cambridge early years program,0.175,positive
4050,priya india s first female comic book superhero embarks mission stop spread covid india,0.16666666666666666,positive
4051,india s covid deaths may million many times higher official figures per re,0.375,positive
4052,covid zero deaths new infections hospitalised discharged various hospitals thursday tot,0.06818181818181818,positive
4053,india top source social media misinformation covid study n nthe study analysed pieces,0.26666666666666666,positive
4054,kerala reports fresh covid cases fatalities infection count climbs death toll reache,0.3,positive
4055,covid even longcovid huge problem overwhelming majority children infec,0.45000000000000007,positive
4056,results received new cases covid detected nagaland,0.13636363636363635,positive
4057,india s growing child labour set global crisis jun ilo amp unicef report said global progress agains,0.0,neutral
4058,covid cases dropping ddma allowed seating public transport several comm,0.0,neutral
4059,livemusic market researchreport technavio provides valuable insights post covid impact marke,0.0,neutral
4060,russia seeks govt s nod e ort sputnik light covid vaccine manufactured india hetero biopharma,0.4,positive
4061,mizoram state concern coming months maintain caution upsurge covid c,0.0,neutral
4062,booster shots ccentral theme d point fight covid centre n,0.0,neutral
4063,festivals near govt calls vaccination covid appropriate behaviour n covid,0.3,positive
4064,asking s happening safe open school ngoverment take correct deci,0.25,positive
4065,china fully vaccinated one billion people coronavirus percent population nre,0.0,neutral
4066,sep kerala covid update n nactive cases f d n nconfirmed f nrecovered f c,0.0,neutral
4067,tafrishaala prime time n uk us australia china france,0.0,neutral
4068,kerala reports fresh covid infections recoveries deaths today n nactive cases nto,0.3,positive
4069,pincode ncova n dose slots n nage ages ndate sep nfees nvasavi hosp,0.0,neutral
4070,pincode ncova n dose slots n nage ages ndate sep nfees nvasavi hosp,0.0,neutral
4071,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4072,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4073,air travel operations aai s western region airports growing consistently th september ove,0.125,positive
4074,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4075,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4076,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4077,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4078,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4079,pincode ncova n dose slots n nage ages ndate sep nfees nsparsh hos,0.0,neutral
4080,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4081,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4082,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4083,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4084,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4085,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4086,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4087,pincode ncovishield dose slots n nage ages ndate sep nfees nsparsh h,0.0,neutral
4088,f kerala reports fresh covid infections recoveries deaths today n nactive cases,0.3,positive
4089,pincode ncovishield dose slots n nage ages ndate sep nfees nvasavi ho,0.0,neutral
4090,pincode ncovishield dose slots n nage ages ndate sep nfees nvasavi ho,0.0,neutral
4091,covid amp vaccination mythvsfacts nwith doctors live n brahmaputralive radiobrahmaputra kathabrahmaputra nyou,0.13636363636363635,positive
4092,mucormycosis epidemic stroke india covid pandemic covid mucormycosis mucor stroke,0.0,neutral
4093,india s adult population fully vaccinated got one dose govt n n vaccinated vaccination covid,0.1,positive
4094,india prime minister globally leads way inoculating s citizens covid pande,0.0,neutral
4095,covid pandemic call religious humanity ease suffering pain helpless victims nr,0.0,neutral
4096,haryana reopen schools classes september n n haryana schools education students,0.0,neutral
4097,leadership interacting ethrworld chro talked various aspects managers,0.0,neutral
4098,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
4099,pincode ncovishield dose slots n nage ages ndate sep nfees nnarayana,0.0,neutral
4100,pincode ncova n dose slots n nage ndate sep nfees nrainbow hospital bg road c,0.0,neutral
4101,pincode ncova n dose slots n nage ndate sep nfees nrainbow hospital bg road c,0.0,neutral
4102,pincode ncova n dose slots n nage ndate sep nfees nrainbow hospital bg road c,0.0,neutral
